lattitude,longitude,time
-39.2859,16.9572,2022-10-12 21:43:24.194009
-41.5656,20.9266,2022-10-12 21:44:25.379499
-43.6959,25.2299,2022-10-12 21:45:26.581299
-45.6167,29.8141,2022-10-12 21:46:27.766779
-47.3189,34.7213,2022-10-12 21:47:28.934425
-48.7743,39.946,2022-10-12 21:48:30.102794
-49.955,45.4661,2022-10-12 21:49:31.300188
-50.8413,51.2866,2022-10-12 21:50:32.475756
-51.3977,57.249,2022-10-12 21:51:33.643023
-51.6181,63.3176,2022-10-12 21:52:34.844463
-51.4968,69.4003,2022-10-12 21:53:36.024472
-51.037,75.4027,2022-10-12 21:54:37.219165
-50.2506,81.2397,2022-10-12 21:55:38.395424
-49.1468,86.8861,2022-10-12 21:56:39.560371
-47.7681,92.2007,2022-10-12 21:57:40.734628
-46.1342,97.2025,2022-10-12 21:58:41.944602
-44.2734,101.8815,2022-10-12 21:59:43.130531
-42.2134,106.2417,2022-10-12 22:00:44.341186
-39.9799,110.299,2022-10-12 22:01:45.510871
-37.5763,114.1044,2022-10-12 22:02:46.761352
-35.0631,117.6213,2022-10-12 22:03:47.951940
-32.4395,120.9085,2022-10-12 22:04:49.160666
-29.7224,123.9915,2022-10-12 22:05:50.327658
-26.9021,126.9195,2022-10-12 22:06:51.509825
-24.0374,129.6683,2022-10-12 22:07:52.700789
-21.1159,132.2851,2022-10-12 22:08:53.891360
-18.1478,134.79,2022-10-12 22:09:55.059484
-15.1166,137.2216,2022-10-12 22:10:56.376077
-12.0792,139.5583,2022-10-12 22:11:57.589667
-9.0179,141.8367,2022-10-12 22:12:58.785537
-5.9392,144.0726,2022-10-12 22:13:59.965781
-2.8491,146.2809,2022-10-12 22:15:01.140494
0.2467,148.4764,2022-10-12 22:16:02.308758
3.3674,150.691,2022-10-12 22:17:03.501758
6.4569,152.9037,2022-10-12 22:18:04.680672
9.5342,155.1466,2022-10-12 22:19:05.865213
12.5937,157.4351,2022-10-12 22:20:07.031099
15.6288,159.7853,2022-10-12 22:21:08.261042
18.6567,162.2339,2022-10-12 22:22:09.432210
21.6204,164.7593,2022-10-12 22:23:10.607747
24.536,167.4005,2022-10-12 22:24:11.777395
27.3936,170.1784,2022-10-12 22:25:12.958973
30.1822,173.1156,2022-10-12 22:26:14.154279
32.8887,176.2362,2022-10-12 22:27:15.335489
35.5199,179.5943,2022-10-12 22:28:16.510359
38.0157,-176.8382,2022-10-12 22:29:17.689921
40.3795,-173.0077,2022-10-12 22:30:18.865155
42.5887,-168.8903,2022-10-12 22:31:20.046653
44.6196,-164.4651,2022-10-12 22:32:21.213678
46.4456,-159.7183,2022-10-12 22:33:22.385629
48.0507,-154.6047,2022-10-12 22:34:23.555689
46.2145,-94.8119,2022-10-12 22:45:03.246058
44.36,-90.1097,2022-10-12 22:46:04.375468
42.3046,-85.7279,2022-10-12 22:47:05.505956
40.0742,-81.6514,2022-10-12 22:48:06.633679
37.6928,-77.8589,2022-10-12 22:49:07.755097
35.1817,-74.3253,2022-10-12 22:50:08.869560
32.5598,-71.0242,2022-10-12 22:51:09.990129
29.8209,-67.9043,2022-10-12 22:52:11.108904
27.0239,-64.9907,2022-10-12 22:53:12.240972
24.1593,-62.2332,2022-10-12 22:54:13.360308
21.2384,-59.6097,2022-10-12 22:55:14.480489
18.2708,-57.0993,2022-10-12 22:56:15.599573
15.2647,-54.6827,2022-10-12 22:57:16.733092
12.2279,-52.3423,2022-10-12 22:58:17.882245
9.1674,-50.0612,2022-10-12 22:59:19.001444
6.0897,-47.8238,2022-10-12 23:00:20.120079
3.0012,-45.6154,2022-10-12 23:01:21.241287
-0.0926,-43.4211,2022-10-12 23:02:22.357660
-3.1864,-41.2262,2022-10-12 23:03:23.491622
-6.2738,-39.017,2022-10-12 23:04:24.618011
-9.3493,-36.7786,2022-10-12 23:05:25.731282
-12.4316,-34.4771,2022-10-12 23:06:26.927930
-15.4644,-32.134,2022-10-12 23:07:28.050981
-18.4654,-29.7143,2022-10-12 23:08:29.172786
-21.4275,-27.1998,2022-10-12 23:09:30.296842
-24.3418,-24.5717,2022-10-12 23:10:31.425114
-27.1988,-21.809,2022-10-12 23:11:32.551120
-29.9875,-18.8895,2022-10-12 23:12:33.669260
-32.6953,-15.7892,2022-10-12 23:13:34.785531
-35.3077,-12.483,2022-10-12 23:14:35.938747
-37.8087,-8.944,2022-10-12 23:15:37.069660
-40.1792,-5.1465,2022-10-12 23:16:38.197150
-42.3981,-1.0651,2022-10-12 23:17:39.322224
-44.4415,3.321,2022-10-12 23:18:40.440870
-46.2833,8.026,2022-10-12 23:19:41.565009
-47.9084,13.0967,2022-10-12 23:20:42.722355
-49.2615,18.4385,2022-10-12 23:21:43.841614
-50.3298,24.0615,2022-10-12 23:22:44.988536
-51.089,29.9147,2022-10-12 23:23:46.107259
-51.5204,35.9268,2022-10-12 23:24:47.231229
-51.6127,42.0114,2022-10-12 23:25:48.366672
-51.3634,48.0747,2022-10-12 23:26:49.485972
-50.7791,54.0239,2022-10-12 23:27:50.605448
-49.8749,59.7792,2022-10-12 23:28:51.732295
-48.6721,65.2783,2022-10-12 23:29:52.857215
-47.1966,70.4799,2022-10-12 23:30:53.983558
-45.4761,75.3635,2022-10-12 23:31:55.193140
-43.5225,79.9601,2022-10-12 23:32:56.347442
-41.3945,84.2046,2022-10-12 23:33:57.465385
-39.1022,88.1532,2022-10-12 23:34:58.593839
-36.6681,91.8294,2022-10-12 23:35:59.716521
-34.1126,95.2587,2022-10-12 23:37:00.831093
-31.4531,98.4678,2022-10-12 23:38:01.952350
-28.705,101.4827,2022-10-12 23:39:03.132038
-25.8816,104.3284,2022-10-12 23:40:04.259773
-22.9953,107.0274,2022-10-12 23:41:05.383213
-20.0561,109.6018,2022-10-12 23:42:06.514770
-17.0734,112.0712,2022-10-12 23:43:07.629075
-14.055,114.4546,2022-10-12 23:44:08.748257
19.7253,139.5344,2022-10-12 23:55:21.888113
22.673,142.0992,2022-10-12 23:56:23.132430
25.5691,144.7872,2022-10-12 23:57:24.422461
28.4034,147.6196,2022-10-12 23:58:25.660811
31.1863,150.6452,2022-10-12 23:59:26.885362
33.858,153.8383,2022-10-13 00:00:28.140992
36.4288,157.2515,2022-10-13 00:01:29.399169
38.8991,160.9415,2022-10-13 00:02:30.659797
41.2086,164.874,2022-10-13 00:03:31.890871
43.3554,169.1022,2022-10-13 00:04:33.122631
45.3296,173.6831,2022-10-13 00:05:34.367409
47.0716,178.5518,2022-10-13 00:06:35.604762
48.5701,-176.2582,2022-10-13 00:07:36.841041
49.7968,-170.7669,2022-10-13 00:08:38.072361
50.7317,-164.9661,2022-10-13 00:09:39.309158
51.3375,-159.0122,2022-10-13 00:10:40.537571
51.6074,-152.9386,2022-10-13 00:11:41.790085
51.5322,-146.7883,2022-10-13 00:12:43.017509
51.1153,-140.7563,2022-10-13 00:13:44.454489
50.3609,-134.833,2022-10-13 00:14:45.726589
49.3002,-129.1882,2022-10-13 00:15:46.965837
47.9526,-123.825,2022-10-13 00:16:48.197849
46.3454,-118.7738,2022-10-13 00:17:49.425054
44.4913,-114.0098,2022-10-13 00:18:50.664947
42.4484,-109.6065,2022-10-13 00:19:51.894878
40.2291,-105.5101,2022-10-13 00:20:53.150462
37.8373,-101.6694,2022-10-13 00:21:54.388611
35.3334,-98.1214,2022-10-13 00:22:55.628789
32.7174,-94.807,2022-10-13 00:23:56.864217
29.9838,-91.6757,2022-10-13 00:24:58.105637
27.1911,-88.7521,2022-10-13 00:25:59.399383
24.3304,-85.9861,2022-10-13 00:27:00.636397
21.4125,-83.3552,2022-10-13 00:28:01.866119
18.4229,-80.8185,2022-10-13 00:29:03.096270
15.4187,-78.3976,2022-10-13 00:30:04.340987
12.3834,-76.0538,2022-10-13 00:31:05.644695
9.299,-73.7516,2022-10-13 00:32:06.884483
6.2221,-71.5129,2022-10-13 00:33:08.130024
3.1341,-69.3036,2022-10-13 00:34:09.372549
0.015,-67.091,2022-10-13 00:35:10.598522
-3.0786,-64.8965,2022-10-13 00:36:11.855896
-6.1662,-62.6881,2022-10-13 00:37:13.081091
-9.2672,-60.4326,2022-10-13 00:38:14.317114
-12.3251,-58.1514,2022-10-13 00:39:15.548759
-15.3588,-55.8107,2022-10-13 00:40:16.809020
-18.3612,-53.3938,2022-10-13 00:41:18.042504
-21.3489,-50.8619,2022-10-13 00:42:19.274713
-24.2646,-48.2371,2022-10-13 00:43:20.614252
-27.1464,-45.455,2022-10-13 00:44:21.869911
-29.9363,-42.5388,2022-10-13 00:45:23.154563
-32.6456,-39.4423,2022-10-13 00:46:24.390785
-35.2809,-36.1121,2022-10-13 00:47:25.622011
-37.783,-32.5759,2022-10-13 00:48:26.851728
-40.1549,-28.7813,2022-10-13 00:49:28.086624
-42.3754,-24.7032,2022-10-13 00:50:29.328851
-44.4367,-20.2834,2022-10-13 00:51:30.558583
-46.2792,-15.5788,2022-10-13 00:52:31.787934
-47.8924,-10.5519,2022-10-13 00:53:33.017997
-49.2484,-5.2133,2022-10-13 00:54:34.242594
-44.4573,54.2673,2022-10-13 01:05:18.362128
-42.415,58.6569,2022-10-13 01:06:19.482220
-40.1968,62.7418,2022-10-13 01:07:20.595738
-37.8266,66.5428,2022-10-13 01:08:21.716833
-35.3257,70.0847,2022-10-13 01:09:22.829707
-32.7129,73.3939,2022-10-13 01:10:23.966584
-30.0046,76.4967,2022-10-13 01:11:25.094185
-27.2153,79.4186,2022-10-13 01:12:26.210126
-24.3573,82.1836,2022-10-13 01:13:27.335280
-21.4418,84.8138,2022-10-13 01:14:28.455476
-18.4786,87.33,2022-10-13 01:15:29.575142
-15.4759,89.7517,2022-10-13 01:16:30.688014
-12.4416,92.0964,2022-10-13 01:17:31.802556
-9.3577,94.3995,2022-10-13 01:18:32.926827
-6.2806,96.6393,2022-10-13 01:19:34.049083
-3.1916,98.85,2022-10-13 01:20:35.166327
-0.0964,101.0459,2022-10-13 01:21:36.290522
2.999,103.2416,2022-10-13 01:22:37.405491
6.0892,105.4514,2022-10-13 01:23:38.527307
9.1684,107.69,2022-10-13 01:24:39.684721
12.2302,109.9722,2022-10-13 01:25:40.804483
15.2685,112.3141,2022-10-13 01:26:41.927075
18.276,114.7321,2022-10-13 01:27:43.041542
21.2452,117.2442,2022-10-13 01:28:44.162703
24.1673,119.8694,2022-10-13 01:29:45.339527
27.0328,122.6286,2022-10-13 01:30:46.494094
29.8533,125.5687,2022-10-13 01:31:47.634918
32.5704,128.6661,2022-10-13 01:32:48.752331
35.1929,131.9696,2022-10-13 01:33:49.879071
37.7043,135.5055,2022-10-13 01:34:51.006618
40.0857,139.3006,2022-10-13 01:35:52.134464
42.3158,143.3798,2022-10-13 01:36:53.249348
44.3708,147.7646,2022-10-13 01:37:54.370797
46.2245,152.4698,2022-10-13 01:38:55.492551
47.8489,157.4993,2022-10-13 01:39:56.617822
49.2157,162.8428,2022-10-13 01:40:57.738059
50.2971,168.4696,2022-10-13 01:41:58.861147
51.069,174.3304,2022-10-13 01:43:00.010815
51.512,-179.6465,2022-10-13 01:44:01.140084
51.6146,-173.548,2022-10-13 01:45:02.265538
51.3705,-167.4193,2022-10-13 01:46:03.397967
50.7904,-161.4538,2022-10-13 01:47:04.518781
49.8887,-155.6823,2022-10-13 01:48:05.632421
48.6868,-150.1674,2022-10-13 01:49:06.752915
47.211,-144.9515,2022-10-13 01:50:07.889565
45.4893,-140.0559,2022-10-13 01:51:09.020476
43.5501,-135.4846,2022-10-13 01:52:10.148339
41.4208,-131.2286,2022-10-13 01:53:11.268583
39.1267,-127.2703,2022-10-13 01:54:12.387052
36.6903,-123.5857,2022-10-13 01:55:13.510946
34.1321,-120.1493,2022-10-13 01:56:14.633795
31.4703,-116.9349,2022-10-13 01:57:15.760156
28.7201,-113.9157,2022-10-13 01:58:16.883829
25.895,-111.0669,2022-10-13 01:59:18.001445
22.9919,-108.3517,2022-10-13 02:00:19.125567
20.0511,-105.776,2022-10-13 02:01:20.246101
17.0669,-103.3054,2022-10-13 02:02:21.390011
14.0476,-100.9214,2022-10-13 02:03:22.510710
11.0004,-98.6067,2022-10-13 02:04:23.627966
-21.0419,-74.7226,2022-10-13 02:15:03.551685
-23.9628,-72.1106,2022-10-13 02:16:04.727398
-26.8278,-69.3669,2022-10-13 02:17:05.894934
-29.6257,-66.4697,2022-10-13 02:18:07.057104
-32.3667,-63.3687,2022-10-13 02:19:08.285640
-34.9917,-60.0892,2022-10-13 02:20:09.451749
-37.5075,-56.5802,2022-10-13 02:21:10.625755
-39.895,-52.816,2022-10-13 02:22:11.801985
-42.1336,-48.7711,2022-10-13 02:23:12.976457
-44.2161,-44.3865,2022-10-13 02:24:14.140936
-46.0826,-39.7184,2022-10-13 02:25:15.311704
-47.7232,-34.7272,2022-10-13 02:26:16.511813
-49.1095,-29.4228,2022-10-13 02:27:17.685765
-50.2142,-23.8324,2022-10-13 02:28:18.860283
-51.0126,-18.0041,2022-10-13 02:29:20.035195
-51.4877,-11.9573,2022-10-13 02:30:21.215786
-51.6193,-5.8765,2022-10-13 02:31:22.388837
-51.4091,0.1939,2022-10-13 02:32:23.663142
-50.8628,6.1606,2022-10-13 02:33:24.853431
-49.9943,11.942,2022-10-13 02:34:26.027671
-48.8138,17.5175,2022-10-13 02:35:27.215937
-47.366,22.7524,2022-10-13 02:36:28.388140
-45.6705,27.6701,2022-10-13 02:37:29.565252
-43.7554,32.2648,2022-10-13 02:38:30.734757
-41.6477,36.5448,2022-10-13 02:39:31.936752
-39.3536,40.5581,2022-10-13 02:40:33.107436
-36.9337,44.2622,2022-10-13 02:41:34.279964
-34.3901,47.7168,2022-10-13 02:42:35.442997
-31.7409,50.948,2022-10-13 02:43:36.626941
-29.0018,53.9822,2022-10-13 02:44:37.802107
-26.1863,56.8444,2022-10-13 02:45:38.978066
-23.2825,59.5796,2022-10-13 02:46:40.188711
-20.3481,62.1654,2022-10-13 02:47:41.354038
-17.3693,64.6444,2022-10-13 02:48:42.542489
-14.3543,67.0353,2022-10-13 02:49:43.728725
-11.3102,69.3558,2022-10-13 02:50:44.891035
-8.2439,71.6222,2022-10-13 02:51:46.062607
-5.1365,73.8678,2022-10-13 02:52:47.242013
-2.0445,76.0713,2022-10-13 02:53:48.454545
1.0513,78.2655,2022-10-13 02:54:49.632705
4.1456,80.4648,2022-10-13 02:55:50.810822
7.2323,82.6834,2022-10-13 02:56:51.981258
10.3059,84.9364,2022-10-13 02:57:53.174782
13.3848,87.2582,2022-10-13 02:58:54.353272
16.4122,89.6268,2022-10-13 02:59:55.552874
19.4062,92.0784,2022-10-13 03:00:56.727271
22.3587,94.6311,2022-10-13 03:01:57.892652
25.2607,97.3047,2022-10-13 03:02:59.062967
28.1251,100.1442,2022-10-13 03:04:00.234112
30.8936,103.1267,2022-10-13 03:05:01.432891
33.5765,106.299,2022-10-13 03:06:02.604423
36.159,109.6876,2022-10-13 03:07:03.767942
38.6235,113.3187,2022-10-13 03:08:04.952083
40.9687,117.2519,2022-10-13 03:09:06.168369
43.134,121.4473,2022-10-13 03:10:07.364649
45.1143,125.9551,2022-10-13 03:11:08.543139
46.8825,130.7863,2022-10-13 03:12:09.709936
48.4105,135.9396,2022-10-13 03:13:10.900384
49.6699,141.3976,2022-10-13 03:14:12.083588
43.3946,-158.7437,2022-10-13 03:25:05.345894
41.2519,-154.5112,2022-10-13 03:26:06.574611
38.946,-150.5741,2022-10-13 03:27:07.805204
36.4792,-146.8806,2022-10-13 03:28:09.083183
33.9119,-143.4643,2022-10-13 03:29:10.313764
31.2418,-140.267,2022-10-13 03:30:11.563260
28.4617,-137.2391,2022-10-13 03:31:12.809273
25.6302,-134.4048,2022-10-13 03:32:14.043609
22.7369,-131.7155,2022-10-13 03:33:15.272498
19.7675,-129.1292,2022-10-13 03:34:16.498010
16.7795,-126.6676,2022-10-13 03:35:17.754853
13.7575,-124.2911,2022-10-13 03:36:18.989674
10.7083,-121.9824,2022-10-13 03:37:20.221710
7.6133,-119.7067,2022-10-13 03:38:21.460553
4.5294,-117.4858,2022-10-13 03:39:22.709101
1.4375,-115.2863,2022-10-13 03:40:23.936404
-1.6821,-113.0757,2022-10-13 03:41:25.159164
-4.773,-110.8754,2022-10-13 03:42:26.393789
-7.855,-108.6531,2022-10-13 03:43:27.623083
-10.9217,-106.394,2022-10-13 03:44:28.871140
-13.9923,-104.0635,2022-10-13 03:45:30.119097
-17.0096,-101.6832,2022-10-13 03:46:31.346207
-19.9916,-99.2172,2022-10-13 03:47:32.577845
-22.9542,-96.6253,2022-10-13 03:48:33.811303
-25.8398,-93.9297,2022-10-13 03:49:35.094314
-28.6625,-91.0882,2022-10-13 03:50:36.327400
-31.4328,-88.0521,2022-10-13 03:51:37.551603
-34.0919,-84.846,2022-10-13 03:52:38.785156
-36.6476,-81.4197,2022-10-13 03:53:40.015871
-39.0819,-77.747,2022-10-13 03:54:41.251888
-41.393,-73.7686,2022-10-13 03:55:42.478296
-43.5205,-69.5257,2022-10-13 03:56:43.740760
-45.4587,-64.9695,2022-10-13 03:57:44.972132
-47.194,-60.0493,2022-10-13 03:58:46.195939
-48.6697,-54.8488,2022-10-13 03:59:47.450635
-49.8725,-49.3518,2022-10-13 04:00:48.691008
-50.7774,-43.5973,2022-10-13 04:01:49.919970
-51.3657,-37.5996,2022-10-13 04:02:51.189113
-51.6129,-31.5365,2022-10-13 04:03:52.424899
-51.5186,-25.4515,2022-10-13 04:04:53.657903
-51.0802,-19.3906,2022-10-13 04:05:54.885696
-50.3163,-13.5396,2022-10-13 04:06:56.134575
-49.2436,-7.9197,2022-10-13 04:07:57.368074
-47.8741,-2.5389,2022-10-13 04:08:58.627180
-46.2574,2.4851,2022-10-13 04:09:59.861460
-44.4119,7.1865,2022-10-13 04:11:01.099717
-42.3651,11.569,2022-10-13 04:12:02.333877
-40.1242,15.6794,2022-10-13 04:13:03.591394
-37.7495,19.4718,2022-10-13 04:14:04.842227
-35.2447,23.0061,2022-10-13 04:15:06.071507
-32.6067,26.3347,2022-10-13 04:16:07.315752
-29.8949,29.4298,2022-10-13 04:17:08.551586
-27.1025,32.3451,2022-10-13 04:18:09.781685
-24.2185,35.1261,2022-10-13 04:19:11.008516
-21.3006,37.7504,2022-10-13 04:20:12.238633
-18.3351,40.2618,2022-10-13 04:21:13.474267
-15.3308,42.6793,2022-10-13 04:22:14.716249
-12.2701,45.0398,2022-10-13 04:23:15.987747
-9.2101,47.3214,2022-10-13 04:24:17.213978
24.7338,73.2125,2022-10-13 04:35:38.369972
27.587,76.0005,2022-10-13 04:36:39.486278
30.3702,78.9493,2022-10-13 04:37:40.610031
33.0926,82.1102,2022-10-13 04:38:41.730475
35.6947,85.4573,2022-10-13 04:39:42.869669
38.1821,89.0419,2022-10-13 04:40:43.990983
40.5358,92.891,2022-10-13 04:41:45.110739
42.7335,97.0286,2022-10-13 04:42:46.229547
44.7511,101.4754,2022-10-13 04:43:47.346567
46.5621,106.2445,2022-10-13 04:44:48.467021
48.1382,111.337,2022-10-13 04:45:49.588554
49.4511,116.7388,2022-10-13 04:46:50.705812
50.4737,122.4164,2022-10-13 04:47:51.829660
51.1823,128.3149,2022-10-13 04:48:52.988560
51.5592,134.3598,2022-10-13 04:49:54.107165
51.5943,140.4621,2022-10-13 04:50:55.254867
51.2869,146.526,2022-10-13 04:51:56.371454
50.6384,152.5087,2022-10-13 04:52:57.514633
49.6757,158.2352,2022-10-13 04:53:58.629927
48.4181,163.6937,2022-10-13 04:54:59.758280
46.8917,168.8479,2022-10-13 04:56:00.908393
45.1252,173.6797,2022-10-13 04:57:02.026518
43.1466,178.1882,2022-10-13 04:58:03.146159
40.9831,-177.6161,2022-10-13 04:59:04.295773
38.6593,-173.7133,2022-10-13 05:00:05.454961
36.1976,-170.0796,2022-10-13 05:01:06.604399
33.6178,-166.6889,2022-10-13 05:02:07.727278
30.9373,-163.5146,2022-10-13 05:03:08.848156
28.1714,-160.5308,2022-10-13 05:04:09.966517
25.3331,-157.7127,2022-10-13 05:05:11.104527
22.4101,-155.0159,2022-10-13 05:06:12.226406
19.46,-152.4628,2022-10-13 05:07:13.356490
16.4685,-150.0111,2022-10-13 05:08:14.474566
13.4433,-147.6424,2022-10-13 05:09:15.626097
10.3917,-145.3398,2022-10-13 05:10:16.754231
7.3203,-143.087,2022-10-13 05:11:17.886985
4.2353,-140.8686,2022-10-13 05:12:19.069913
1.1428,-138.6703,2022-10-13 05:13:20.189947
-1.9516,-136.4775,2022-10-13 05:14:21.307831
-5.042,-134.2758,2022-10-13 05:15:22.440365
-8.1231,-132.0507,2022-10-13 05:16:23.604979
-11.2136,-129.7688,2022-10-13 05:17:24.733836
-14.2569,-127.4516,2022-10-13 05:18:25.856009
-17.2714,-125.0645,2022-10-13 05:19:26.972496
-20.2502,-122.5901,2022-10-13 05:20:28.143139
-23.1845,-120.0098,2022-10-13 05:21:29.261676
-26.0655,-117.3034,2022-10-13 05:22:30.398508
-28.8829,-114.4494,2022-10-13 05:23:31.513305
-31.6245,-111.4243,2022-10-13 05:24:32.641633
-34.2769,-108.2034,2022-10-13 05:25:33.781874
-36.8244,-104.7606,2022-10-13 05:26:34.897505
-39.2494,-101.0695,2022-10-13 05:27:36.010935
-41.5315,-97.1042,2022-10-13 05:28:37.128935
-43.648,-92.8419,2022-10-13 05:29:38.248989
-45.5736,-88.2653,2022-10-13 05:30:39.372215
-47.2812,-83.3661,2022-10-13 05:31:40.491335
-48.7536,-78.1047,2022-10-13 05:32:41.629066
-49.9387,-72.5892,2022-10-13 05:33:42.762793
-50.824,-66.8203,2022-10-13 05:34:43.878490
-41.9999,-11.3119,2022-10-13 05:45:03.064406
-39.7505,-7.2834,2022-10-13 05:46:04.179773
-37.3534,-3.5344,2022-10-13 05:47:05.303436
-34.8295,-0.0394,2022-10-13 05:48:06.437111
-32.1971,3.2279,2022-10-13 05:49:07.560470
-29.4493,6.3184,2022-10-13 05:50:08.672688
-26.6452,9.2067,2022-10-13 05:51:09.807698
-23.7746,11.943,2022-10-13 05:52:10.929724
-20.8488,14.5486,2022-10-13 05:53:12.045332
-17.8769,17.0444,2022-10-13 05:54:13.162419
-14.8671,19.4493,2022-10-13 05:55:14.290114
-11.8273,21.7807,2022-10-13 05:56:15.408625
-8.7643,24.0551,2022-10-13 05:57:16.543275
-5.6843,26.2882,2022-10-13 05:58:17.673781
-2.5936,28.4949,2022-10-13 05:59:18.816609
0.5022,30.6898,2022-10-13 06:00:19.951360
3.5972,32.8872,2022-10-13 06:01:21.067063
6.6858,35.1015,2022-10-13 06:02:22.214683
9.762,37.3472,2022-10-13 06:03:23.345068
12.8447,39.6587,2022-10-13 06:04:24.521000
15.8771,42.0144,2022-10-13 06:05:25.655070
18.8775,44.4499,2022-10-13 06:06:26.789298
21.838,46.9832,2022-10-13 06:07:27.899794
24.7496,49.6338,2022-10-13 06:08:29.029251
27.6024,52.4226,2022-10-13 06:09:30.168877
30.3853,55.3725,2022-10-13 06:10:31.418844
33.0852,58.5076,2022-10-13 06:11:32.538927
35.7085,61.8824,2022-10-13 06:12:33.675060
38.1953,65.4685,2022-10-13 06:13:34.789710
40.548,69.3188,2022-10-13 06:14:35.912765
42.7449,73.4581,2022-10-13 06:15:37.035267
44.7614,77.9066,2022-10-13 06:16:38.148367
46.5712,82.6773,2022-10-13 06:17:39.273110
48.1461,87.7719,2022-10-13 06:18:40.403105
49.4575,93.1755,2022-10-13 06:19:41.520748
50.4784,98.8546,2022-10-13 06:20:42.636862
51.1853,104.7545,2022-10-13 06:21:43.749722
51.5603,110.7999,2022-10-13 06:22:44.895411
51.5936,116.902,2022-10-13 06:23:46.027146
51.2842,122.9658,2022-10-13 06:24:47.143029
50.6405,128.9002,2022-10-13 06:25:48.260972
49.6787,134.6265,2022-10-13 06:26:49.373212
48.4218,140.0861,2022-10-13 06:27:50.486495
46.8961,145.241,2022-10-13 06:28:51.605447
45.1302,150.0737,2022-10-13 06:29:52.754535
43.1352,154.6184,2022-10-13 06:30:53.871618
40.9707,158.8127,2022-10-13 06:31:54.992164
38.6461,162.7139,2022-10-13 06:32:56.115427
36.1838,166.3459,2022-10-13 06:33:57.277202
33.6036,169.7351,2022-10-13 06:34:58.418617
30.9226,172.9084,2022-10-13 06:35:59.539638
28.1563,175.8912,2022-10-13 06:37:00.677300
25.3178,178.7083,2022-10-13 06:38:01.820455
22.4185,-178.617,2022-10-13 06:39:02.979999
19.4687,-176.0636,2022-10-13 06:40:04.109246
16.477,-173.6115,2022-10-13 06:41:05.226157
13.4267,-171.2233,2022-10-13 06:42:06.347099
10.3748,-168.9208,2022-10-13 06:43:07.474373
7.3035,-166.6683,2022-10-13 06:44:08.587616
-26.9414,-140.034,2022-10-13 06:55:39.746169
-29.7368,-137.1296,2022-10-13 06:56:40.992369
-32.4524,-134.0469,2022-10-13 06:57:42.215997
-35.0953,-130.7326,2022-10-13 06:58:43.445752
-37.6061,-127.2141,2022-10-13 06:59:44.680312
-39.9882,-123.4388,2022-10-13 07:00:45.910641
-42.238,-119.3475,2022-10-13 07:01:47.145268
-44.2953,-114.9851,2022-10-13 07:02:48.369370
-46.1531,-110.3042,2022-10-13 07:03:49.627220
-47.784,-105.3001,2022-10-13 07:04:50.873923
-49.1698,-99.9383,2022-10-13 07:05:52.105668
-50.2601,-94.3349,2022-10-13 07:06:53.331431
-51.0432,-88.4968,2022-10-13 07:07:54.566956
-51.5019,-82.4438,2022-10-13 07:08:55.799818
-51.617,-76.361,2022-10-13 07:09:57.024495
-51.3903,-70.2936,2022-10-13 07:10:58.251233
-50.8279,-64.334,2022-10-13 07:11:59.482630
-49.9358,-58.5172,2022-10-13 07:13:00.722550
-48.7497,-53.0016,2022-10-13 07:14:01.946020
-47.2893,-47.7818,2022-10-13 07:15:03.181754
-45.5675,-42.8409,2022-10-13 07:16:04.443382
-43.6408,-38.2644,2022-10-13 07:17:05.678192
-41.5232,-34.0022,2022-10-13 07:18:06.914967
-39.2398,-30.0368,2022-10-13 07:19:08.140001
-36.7929,-26.3162,2022-10-13 07:20:09.393154
-34.2427,-22.8747,2022-10-13 07:21:10.626338
-31.5881,-19.6553,2022-10-13 07:22:11.884870
-28.8212,-16.6072,2022-10-13 07:23:13.128338
-26.0011,-13.7552,2022-10-13 07:24:14.356040
-23.1172,-11.0505,2022-10-13 07:25:15.592199
-20.1559,-8.4507,2022-10-13 07:26:16.831077
6.3971,11.2995,2022-10-13 07:35:07.022231
9.5001,13.5604,2022-10-13 07:36:08.184983
12.5599,15.8484,2022-10-13 07:37:09.358012
15.5952,18.1977,2022-10-13 07:38:10.526915
18.5989,20.625,2022-10-13 07:39:11.692218
21.5634,23.1483,2022-10-13 07:40:12.860071
24.4798,25.787,2022-10-13 07:41:14.026692
27.3387,28.562,2022-10-13 07:42:15.186983
30.1512,31.5207,2022-10-13 07:43:16.356788
32.8588,34.6392,2022-10-13 07:44:17.532369
35.4702,37.9666,2022-10-13 07:45:18.696201
37.9684,41.5293,2022-10-13 07:46:19.857729
40.3346,45.354,2022-10-13 07:47:21.025501
42.547,49.4653,2022-10-13 07:48:22.192619
44.5816,53.8843,2022-10-13 07:49:23.357286
46.426,58.6654,2022-10-13 07:50:24.523905
48.0219,63.7324,2022-10-13 07:51:25.688808
49.3569,69.111,2022-10-13 07:52:26.873185
50.4035,74.7686,2022-10-13 07:53:28.045072
51.1379,80.6527,2022-10-13 07:54:29.208803
51.5417,86.6893,2022-10-13 07:55:30.374497
51.6032,92.8404,2022-10-13 07:56:31.542598
51.32,98.9102,2022-10-13 07:57:32.739644
50.7015,104.8568,2022-10-13 07:58:33.968889
49.7635,110.6013,2022-10-13 07:59:35.133158
48.5284,116.0827,2022-10-13 08:00:36.298018
47.0092,121.3028,2022-10-13 08:01:37.468727
