lattitude,longitude,time
45.2588,126.158,2022-10-13 08:02:38.662247
43.2946,130.6889,2022-10-13 08:03:39.828348
41.1436,134.9065,2022-10-13 08:04:41.003285
38.8304,138.8296,2022-10-13 08:05:42.173904
36.378,142.4814,2022-10-13 08:06:43.338552
33.7848,145.9154,2022-10-13 08:07:44.516341
31.1103,149.1025,2022-10-13 08:08:45.680258
28.3492,152.0979,2022-10-13 08:09:46.869450
25.5151,154.9259,2022-10-13 08:10:48.038675
22.6195,157.6097,2022-10-13 08:11:49.201147
19.6728,160.1708,2022-10-13 08:12:50.371369
16.6593,162.6489,2022-10-13 08:13:51.593046
13.636,165.0223,2022-10-13 08:14:52.780620
10.5858,167.3287,2022-10-13 08:15:53.949417
7.5156,169.5843,2022-10-13 08:16:55.115659
4.4315,171.8041,2022-10-13 08:17:56.283264
1.3395,174.0032,2022-10-13 08:18:57.449656
-1.7801,176.2138,2022-10-13 08:19:58.613135
-4.8708,178.4145,2022-10-13 08:20:59.784739
-7.9524,-179.3622,2022-10-13 08:22:00.956149
-11.0188,-177.1016,2022-10-13 08:23:02.170890
-14.0635,-174.7885,2022-10-13 08:24:03.342067
-17.0801,-172.4064,2022-10-13 08:25:04.506725
-20.0863,-169.9168,2022-10-13 08:26:05.670270
-23.0238,-167.3425,2022-10-13 08:27:06.836957
-25.908,-164.6436,2022-10-13 08:28:08.011126
-28.7292,-161.7983,2022-10-13 08:29:09.184141
-31.4752,-158.7835,2022-10-13 08:30:10.346947
-34.1328,-155.5742,2022-10-13 08:31:11.513301
-36.6866,-152.1444,2022-10-13 08:32:12.674181
-39.1382,-148.4365,2022-10-13 08:33:13.843834
-41.4274,-144.4849,2022-10-13 08:34:15.012586
-50.6422,-86.5064,2022-10-13 08:45:04.394766
-49.6835,-80.7921,2022-10-13 08:46:05.566541
-48.4307,-75.3428,2022-10-13 08:47:06.732476
-46.9099,-70.1962,2022-10-13 08:48:07.898019
-45.1492,-65.3697,2022-10-13 08:49:09.069532
-43.1768,-60.8653,2022-10-13 08:50:10.251564
-41.0012,-56.639,2022-10-13 08:51:11.414379
-38.6822,-52.7401,2022-10-13 08:52:12.639617
-36.2254,-49.1094,2022-10-13 08:53:13.812077
-33.6501,-45.7207,2022-10-13 08:54:15.041639
-30.9739,-42.5478,2022-10-13 08:55:16.206140
-28.1889,-39.541,2022-10-13 08:56:17.373994
-25.3533,-36.7242,2022-10-13 08:57:18.547044
-22.4567,-34.05,2022-10-13 08:58:19.746738
-19.5089,-31.4965,2022-10-13 08:59:20.914607
-16.519,-29.0442,2022-10-13 09:00:22.103563
-13.4947,-26.6746,2022-10-13 09:01:23.309925
-10.4186,-24.3524,2022-10-13 09:02:24.483613
-7.3471,-22.0991,2022-10-13 09:03:25.657970
-4.2616,-19.88,2022-10-13 09:04:26.847939
-1.1679,-17.6806,2022-10-13 09:05:28.024353
1.9282,-15.4863,2022-10-13 09:06:29.190347
5.021,-13.283,2022-10-13 09:07:30.356221
8.1299,-11.0376,2022-10-13 09:08:31.524662
11.1983,-8.7719,2022-10-13 09:09:32.720908
14.2454,-6.4518,2022-10-13 09:10:33.923706
17.2643,-4.0613,2022-10-13 09:11:35.089482
20.2474,-1.583,2022-10-13 09:12:36.272926
23.2105,1.0237,2022-10-13 09:13:37.435950
26.0959,3.7364,2022-10-13 09:14:38.606935
28.9174,6.5978,2022-10-13 09:15:39.797233
31.6631,9.6316,2022-10-13 09:16:40.983539
34.3194,12.8627,2022-10-13 09:17:42.152316
36.8702,16.3173,2022-10-13 09:18:43.317302
39.3171,20.0534,2022-10-13 09:19:44.491001
41.5996,24.0366,2022-10-13 09:20:45.675888
43.715,28.3186,2022-10-13 09:21:46.837392
45.6381,32.9174,2022-10-13 09:22:48.016014
47.3412,37.8408,2022-10-13 09:23:49.187722
48.8068,43.1276,2022-10-13 09:24:50.510517
49.9827,48.6682,2022-10-13 09:25:51.691256
50.8563,54.4607,2022-10-13 09:26:52.859109
51.4066,60.4411,2022-10-13 09:27:54.029988
51.6191,66.5258,2022-10-13 09:28:55.198718
51.4883,72.6214,2022-10-13 09:29:56.361590
51.0124,78.6827,2022-10-13 09:30:57.525945
50.2118,84.5243,2022-10-13 09:31:58.735836
49.1036,90.127,2022-10-13 09:32:59.923295
47.7126,95.4421,2022-10-13 09:34:01.113565
46.0667,100.4416,2022-10-13 09:35:02.277127
44.1781,105.1534,2022-10-13 09:36:03.442803
42.1055,109.5062,2022-10-13 09:37:04.606951
39.8604,113.5552,2022-10-13 09:38:05.798641
37.4663,117.3226,2022-10-13 09:39:06.965831
34.9444,120.8334,2022-10-13 09:40:08.130612
32.3132,124.1145,2022-10-13 09:41:09.301762
29.5889,127.1922,2022-10-13 09:42:10.466293
26.7626,130.1147,2022-10-13 09:43:11.653736
23.8927,132.8588,2022-10-13 09:44:12.819010
-8.4987,157.4429,2022-10-13 09:55:02.374406
-11.5617,159.7117,2022-10-13 09:56:03.508009
-14.6022,162.036,2022-10-13 09:57:04.628137
-17.613,164.4321,2022-10-13 09:58:05.740989
-20.5869,166.9176,2022-10-13 09:59:06.882424
-23.5164,169.512,2022-10-13 10:00:08.002937
-26.3905,172.234,2022-10-13 10:01:09.118915
-29.1998,175.1063,2022-10-13 10:02:10.240270
-31.954,178.1781,2022-10-13 10:03:11.382683
-34.5944,-178.5754,2022-10-13 10:04:12.533286
-37.128,-175.1038,2022-10-13 10:05:13.645725
-39.5366,-171.3805,2022-10-13 10:06:14.761398
-41.7997,-167.3802,2022-10-13 10:07:15.875759
-43.8944,-163.0801,2022-10-13 10:08:17.016650
-45.7949,-158.4642,2022-10-13 10:09:18.137487
-47.474,-153.5252,2022-10-13 10:10:19.256878
-48.9034,-148.2703,2022-10-13 10:11:20.397830
-50.0556,-142.7232,2022-10-13 10:12:21.521039
-50.9052,-136.9291,2022-10-13 10:13:22.654015
-51.4316,-130.954,2022-10-13 10:14:23.764324
-51.6213,-124.8805,2022-10-13 10:15:24.918719
-51.4692,-118.8017,2022-10-13 10:16:26.042460
-50.974,-112.7625,2022-10-13 10:17:27.172540
-50.1564,-106.946,2022-10-13 10:18:28.295388
-49.0338,-101.3706,2022-10-13 10:19:29.419721
-47.631,-96.0834,2022-10-13 10:20:30.543005
-45.9757,-91.1109,2022-10-13 10:21:31.728571
-44.096,-86.4615,2022-10-13 10:22:32.876728
-42.0193,-82.129,2022-10-13 10:23:33.991698
-39.7713,-78.0979,2022-10-13 10:24:35.105090
-37.3754,-74.3465,2022-10-13 10:25:36.219413
-34.8525,-70.8494,2022-10-13 10:26:37.372889
-32.1989,-67.5542,2022-10-13 10:27:38.656047
-29.4739,-64.4881,2022-10-13 10:28:39.786292
-26.6704,-61.5982,2022-10-13 10:29:40.903791
-23.8006,-58.8609,2022-10-13 10:30:42.024308
-20.8752,-56.2542,2022-10-13 10:31:43.166598
-17.9035,-53.7574,2022-10-13 10:32:44.286651
-14.8941,-51.3519,2022-10-13 10:33:45.409246
-11.8545,-49.0199,2022-10-13 10:34:46.542637
-8.7915,-46.745,2022-10-13 10:35:47.670010
-5.7119,-44.5118,2022-10-13 10:36:48.783761
-2.6213,-42.3049,2022-10-13 10:37:49.899524
0.4744,-40.1101,2022-10-13 10:38:51.010703
3.5695,-37.9128,2022-10-13 10:39:52.122676
6.6583,-35.6987,2022-10-13 10:40:53.235054
9.7599,-33.4347,2022-10-13 10:41:54.347212
12.8177,-31.1421,2022-10-13 10:42:55.460005
15.8507,-28.7869,2022-10-13 10:43:56.576800
18.8514,-26.3522,2022-10-13 10:44:57.689901
21.8123,-23.8198,2022-10-13 10:45:58.803550
24.7247,-21.1701,2022-10-13 10:46:59.920043
27.5781,-18.3825,2022-10-13 10:48:01.033101
30.3616,-15.4342,2022-10-13 10:49:02.155788
33.0624,-12.3007,2022-10-13 10:50:03.270881
35.6657,-8.9563,2022-10-13 10:51:04.402672
38.1547,-5.3743,2022-10-13 10:52:05.569901
40.51,-1.5284,2022-10-13 10:53:06.700238
42.7097,2.6059,2022-10-13 10:54:07.814072
47.008,13.2008,2022-10-13 10:56:26.946568
48.5279,18.4222,2022-10-13 10:57:28.272810
49.7634,23.9046,2022-10-13 10:58:29.385992
50.7016,29.6498,2022-10-13 10:59:30.504972
51.3202,35.5971,2022-10-13 11:00:31.634379
51.6035,41.6673,2022-10-13 11:01:32.751935
51.5439,47.7685,2022-10-13 11:02:33.878382
51.143,53.8059,2022-10-13 11:03:34.998391
50.4115,59.6902,2022-10-13 11:04:36.113487
49.3676,65.3492,2022-10-13 11:05:37.227732
48.0353,70.7293,2022-10-13 11:06:38.346719
46.4419,75.7982,2022-10-13 11:07:39.484661
44.6159,80.5432,2022-10-13 11:08:40.597089
42.5853,84.9665,2022-10-13 11:09:41.710847
40.3767,89.0818,2022-10-13 11:10:42.825336
38.0138,92.9103,2022-10-13 11:11:43.955416
35.5187,96.4762,2022-10-13 11:12:45.081647
32.8886,99.8328,2022-10-13 11:13:46.206638
30.1831,102.9521,2022-10-13 11:14:47.327104
27.3959,105.8879,2022-10-13 11:15:48.449447
24.5397,108.6645,2022-10-13 11:16:49.568036
21.6256,111.3045,2022-10-13 11:17:50.681097
18.6635,113.8287,2022-10-13 11:18:51.796613
15.6621,116.2565,2022-10-13 11:19:52.911323
12.6289,118.6059,2022-10-13 11:20:54.031552
9.5715,120.8937,2022-10-13 11:21:55.143345
6.4961,123.1356,2022-10-13 11:22:56.275996
3.4088,125.3469,2022-10-13 11:23:57.422973
0.3153,127.5423,2022-10-13 11:24:58.543534
-2.7785,129.736,2022-10-13 11:25:59.654789
-5.8667,131.9423,2022-10-13 11:27:00.767161
-8.9442,134.176,2022-10-13 11:28:01.900042
-12.0043,136.4519,2022-10-13 11:29:03.053944
-15.0656,138.8049,2022-10-13 11:30:04.172597
-18.0715,141.2137,2022-10-13 11:31:05.286006
-21.0393,143.7146,2022-10-13 11:32:06.407912
-23.9603,146.3266,2022-10-13 11:33:07.541897
-26.8252,149.0699,2022-10-13 11:34:08.670801
-29.6235,151.9674,2022-10-13 11:35:09.786902
-32.3428,155.0423,2022-10-13 11:36:10.900256
-34.9688,158.3199,2022-10-13 11:37:12.022882
-37.4853,161.8263,2022-10-13 11:38:13.138134
-39.8742,165.5882,2022-10-13 11:39:14.260530
-42.1144,169.6306,2022-10-13 11:40:15.382007
-44.1824,173.9754,2022-10-13 11:41:16.500330
-46.0524,178.6377,2022-10-13 11:42:17.617226
-47.6971,-176.3771,2022-10-13 11:43:18.753144
-49.0881,-171.0776,2022-10-13 11:44:19.879147
-50.1979,-165.4915,2022-10-13 11:45:21.003138
-51.0018,-159.6669,2022-10-13 11:46:22.119259
-51.4827,-153.6221,2022-10-13 11:47:23.238657
-51.6202,-147.5414,2022-10-13 11:48:24.390755
-51.4159,-141.4705,2022-10-13 11:49:25.507301
-50.8753,-135.5011,2022-10-13 11:50:26.626169
-50.0122,-129.716,2022-10-13 11:51:27.748662
-48.8474,-124.1799,2022-10-13 11:52:28.863757
-47.4063,-118.9369,2022-10-13 11:53:29.980174
-45.7166,-114.0109,2022-10-13 11:54:31.098880
-43.8067,-109.4079,2022-10-13 11:55:32.238812
-16.0161,-75.8296,2022-10-13 12:06:13.324582
-12.987,-73.4724,2022-10-13 12:07:14.494388
-9.9069,-71.1596,2022-10-13 12:08:15.656136
-6.8326,-68.913,2022-10-13 12:09:16.825977
-3.7452,-66.6982,2022-10-13 12:10:17.989304
-0.6504,-64.5004,2022-10-13 12:11:19.159259
2.4456,-62.3057,2022-10-13 12:12:20.323006
5.5374,-60.0993,2022-10-13 12:13:21.525912
8.6443,-57.8484,2022-10-13 12:14:22.699080
11.7097,-55.5746,2022-10-13 12:15:23.871987
14.7525,-53.2441,2022-10-13 12:16:25.036287
17.7658,-50.8402,2022-10-13 12:17:26.200906
20.7422,-48.3454,2022-10-13 12:18:27.386899
23.6731,-45.7408,2022-10-13 12:19:28.556377
26.5725,-42.9828,2022-10-13 12:20:29.727658
29.3822,-40.0943,2022-10-13 12:21:30.890489
32.1139,-37.0295,2022-10-13 12:22:32.059153
34.7537,-33.7628,2022-10-13 12:23:33.219620
37.2853,-30.2683,2022-10-13 12:24:34.391116
39.6903,-26.5194,2022-10-13 12:25:35.558537
41.9478,-22.4902,2022-10-13 12:26:36.728563
44.0508,-18.1217,2022-10-13 12:27:37.905591
45.939,-13.469,2022-10-13 12:28:39.091695
47.6026,-8.4915,2022-10-13 12:29:40.263650
49.013,-3.1978,2022-10-13 12:30:41.438370
50.1426,2.3865,2022-10-13 12:31:42.604256
50.9715,8.2625,2022-10-13 12:32:43.781434
51.4661,14.2659,2022-10-13 12:33:45.158321
51.6215,20.3589,2022-10-13 12:34:46.320018
51.4334,26.4471,2022-10-13 12:35:47.503833
50.9014,32.4851,2022-10-13 12:36:48.680602
50.0479,38.2912,2022-10-13 12:37:49.846920
48.8907,43.8486,2022-10-13 12:38:51.009074
47.4553,49.1121,2022-10-13 12:39:52.175963
45.7696,54.0578,2022-10-13 12:40:53.353720
43.8621,58.6787,2022-10-13 12:41:54.517999
41.7423,63.0164,2022-10-13 12:42:55.696121
39.4705,67.0172,2022-10-13 12:43:56.879879
37.0536,70.7398,2022-10-13 12:44:58.047628
34.5121,74.2105,2022-10-13 12:45:59.212854
31.8644,77.4557,2022-10-13 12:47:00.418550
29.126,80.5018,2022-10-13 12:48:01.585563
26.2876,83.3969,2022-10-13 12:49:02.753043
23.4075,86.1176,2022-10-13 12:50:03.916454
20.4736,88.7098,2022-10-13 12:51:05.101562
17.4952,91.1941,2022-10-13 12:52:06.276317
14.4806,93.5892,2022-10-13 12:53:07.495795
11.4373,95.9125,2022-10-13 12:54:08.662893
8.3467,98.1991,2022-10-13 12:55:09.828837
5.2656,100.4271,2022-10-13 12:56:10.996004
2.175,102.6304,2022-10-13 12:57:12.176268
-0.9192,104.8234,2022-10-13 12:58:13.344777
-4.0115,107.0205,2022-10-13 12:59:14.507552
-7.0962,109.236,2022-10-13 13:00:15.704636
-10.1924,111.5032,2022-10-13 13:01:16.880729
-13.2437,113.8006,2022-10-13 13:02:18.045305
-16.2688,116.1625,2022-10-13 13:03:19.216397
-19.2604,118.6058,2022-10-13 13:04:20.377702
-22.2105,121.1486,2022-10-13 13:05:21.553577
-47.7059,160.0592,2022-10-13 13:16:09.289083
-49.0954,165.3605,2022-10-13 13:17:10.513812
-50.2035,170.9481,2022-10-13 13:18:11.755845
-51.0056,176.7742,2022-10-13 13:19:12.983188
-51.4845,-177.1804,2022-10-13 13:20:14.225632
-51.62,-171.0992,2022-10-13 13:21:15.448946
-51.4137,-165.0277,2022-10-13 13:22:16.693649
-50.8652,-159.0106,2022-10-13 13:23:17.962132
-49.9977,-153.2287,2022-10-13 13:24:19.183126
-48.8287,-147.6963,2022-10-13 13:25:20.405038
-47.3838,-142.4575,2022-10-13 13:26:21.638898
-45.6759,-137.4971,2022-10-13 13:27:22.878891
-43.7613,-132.9012,2022-10-13 13:28:24.107317
-41.6542,-128.6206,2022-10-13 13:29:25.369462
-39.3607,-124.6067,2022-10-13 13:30:26.594771
-36.941,-120.9017,2022-10-13 13:31:27.832927
-34.3978,-117.4465,2022-10-13 13:32:29.099522
-31.7266,-114.1887,2022-10-13 13:33:30.321269
-28.9867,-111.1553,2022-10-13 13:34:31.545737
-26.1706,-108.2937,2022-10-13 13:35:32.776101
-23.2902,-105.5808,2022-10-13 13:36:34.062263
-20.3316,-102.974,2022-10-13 13:37:35.307118
-17.3524,-100.4955,2022-10-13 13:38:36.535568
-14.3368,-98.1047,2022-10-13 13:39:37.773699
-11.2675,-95.7657,2022-10-13 13:40:39.005835
-8.2008,-93.5,2022-10-13 13:41:40.246038
-5.1185,-91.2729,2022-10-13 13:42:41.479146
-2.0264,-89.0694,2022-10-13 13:43:42.702942
1.0953,-86.857,2022-10-13 13:44:43.932349
4.1897,-84.6574,2022-10-13 13:45:45.173497
7.2764,-82.4383,2022-10-13 13:46:46.399394
10.3747,-80.1661,2022-10-13 13:47:47.641803
13.4284,-77.8621,2022-10-13 13:48:48.883859
16.4559,-75.4919,2022-10-13 13:49:50.114268
19.4495,-73.039,2022-10-13 13:50:51.335989
22.4256,-70.4631,2022-10-13 13:51:52.592409
25.3262,-67.7866,2022-10-13 13:52:53.829834
28.1661,-64.9673,2022-10-13 13:53:55.051953
30.956,-61.9568,2022-10-13 13:54:56.278615
33.6371,-58.7795,2022-10-13 13:55:57.504350
36.2171,-55.3856,2022-10-13 13:56:58.729558
38.6787,-51.7485,2022-10-13 13:57:59.956367
41.0206,-47.8087,2022-10-13 13:59:01.182571
43.1751,-43.6199,2022-10-13 14:00:02.410306
45.1668,-39.0674,2022-10-13 14:01:03.657236
46.9289,-34.2268,2022-10-13 14:02:04.919586
48.4498,-29.0643,2022-10-13 14:03:06.144203
49.7012,-23.5982,2022-10-13 14:04:07.366184
50.6634,-17.8185,2022-10-13 14:05:08.638320
51.2978,-11.8789,2022-10-13 14:06:09.871874
51.5975,-5.8123,2022-10-13 14:07:11.102207
51.5526,0.3397,2022-10-13 14:08:12.364682
51.1652,6.3813,2022-10-13 14:09:13.594143
50.4392,12.3212,2022-10-13 14:10:15.228678
49.3952,18.0336,2022-10-13 14:11:16.860810
48.0693,23.4207,2022-10-13 14:12:18.083377
46.4675,28.5379,2022-10-13 14:13:19.308181
44.6447,33.2879,2022-10-13 14:14:20.547991
42.6169,37.7161,2022-10-13 14:15:21.789205
13.821,70.5068,2022-10-13 14:26:11.152908
10.7723,72.8168,2022-10-13 14:27:12.329976
7.7031,75.0749,2022-10-13 14:28:13.525649
4.6196,77.2966,2022-10-13 14:29:14.693439
1.5024,79.5145,2022-10-13 14:30:15.856489
-1.5918,81.7071,2022-10-13 14:31:17.029368
-4.6828,83.9068,2022-10-13 14:32:18.229573
-7.7652,86.1283,2022-10-13 14:33:19.392114
-10.8326,88.3862,2022-10-13 14:34:20.555308
-13.8791,90.6958,2022-10-13 14:35:21.729608
-16.9223,93.0931,2022-10-13 14:36:22.938239
-19.9054,95.5564,2022-10-13 14:37:24.110618
-22.8454,98.1233,2022-10-13 14:38:25.288756
-25.7331,100.8139,2022-10-13 14:39:26.461070
-28.5582,103.6493,2022-10-13 14:40:27.664558
-31.3315,106.6785,2022-10-13 14:41:28.837543
-33.9942,109.8769,2022-10-13 14:42:30.000212
-36.554,113.2942,2022-10-13 14:43:31.172380
-38.9929,116.9569,2022-10-13 14:44:32.342527
-41.2914,120.8909,2022-10-13 14:45:33.513309
-43.427,125.1198,2022-10-13 14:46:34.688674
-45.3897,129.7001,2022-10-13 14:47:35.864287
-47.1204,134.5667,2022-10-13 14:48:37.033583
-48.6079,139.7527,2022-10-13 14:49:38.204120
-49.8241,145.2379,2022-10-13 14:50:39.371222
-50.7431,150.9822,2022-10-13 14:51:40.566286
-51.343,156.9237,2022-10-13 14:52:41.780445
-51.6092,163.0331,2022-10-13 14:53:42.949394
-51.5304,169.1188,2022-10-13 14:54:44.115860
-51.1121,175.1359,2022-10-13 14:55:45.285793
-50.3654,-179.0024,2022-10-13 14:56:46.479462
-49.3087,-173.3684,2022-10-13 14:57:47.699822
-47.9659,-168.0137,2022-10-13 14:58:48.866610
-46.3501,-162.9296,2022-10-13 14:59:50.033200
-44.5161,-158.2109,2022-10-13 15:00:51.216896
-42.4793,-153.8114,2022-10-13 15:01:52.391727
-40.2659,-149.7174,2022-10-13 15:02:53.571257
-37.8998,-145.908,2022-10-13 15:03:54.734364
-35.4025,-142.3586,2022-10-13 15:04:55.919413
-32.7708,-139.0163,2022-10-13 15:05:57.097267
-30.0642,-135.909,2022-10-13 15:06:58.272772
-27.2765,-132.9834,2022-10-13 15:07:59.452581
-24.4198,-130.2153,2022-10-13 15:09:00.626315
-21.5053,-127.5822,2022-10-13 15:10:01.828402
-18.5185,-125.0434,2022-10-13 15:11:03.011322
-15.516,-122.6205,2022-10-13 15:12:04.192900
-12.4819,-120.2746,2022-10-13 15:13:05.372116
-9.4231,-117.9891,2022-10-13 15:14:06.546630
-6.346,-115.7483,2022-10-13 15:15:07.727241
-3.2571,-113.5371,2022-10-13 15:16:08.922672
-0.1364,-111.3228,2022-10-13 15:17:10.114581
2.9596,-109.1268,2022-10-13 15:18:11.288516
6.0503,-106.9171,2022-10-13 15:19:12.457322
9.13,-104.6787,2022-10-13 15:20:13.651854
12.1926,-102.3967,2022-10-13 15:21:14.872761
15.2562,-100.036,2022-10-13 15:22:16.056372
18.2639,-97.6182,2022-10-13 15:23:17.222665
21.2335,-95.1064,2022-10-13 15:24:18.407935
24.1562,-92.4813,2022-10-13 15:25:19.639429
47.6451,-55.5351,2022-10-13 15:35:22.951728
